Keyword,en_Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d
ps2,ps2,Thiết Bị Điện Tử,Consumer Electronics,Consumer Electronics,
chân váy chữ a,A-line skirt,Thời Trang Nữ,Women Clothes,Women Clothes,Women Clothes
ghế ngồi làm việc,office chair,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
khay inox,stainless steel tray,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
background,background,Sức Khỏe & Sắc Đẹp,Home & Living,Home & Living,Toys
realme 7,realme 7,Điện Thoại & Phụ Kiện,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories
giày vans,vans shoes,Giày Dép Nam,Women Shoes,Women Shoes,Men Shoes
mặt nạ nội địa trung,Chinese domestic mask,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
marshall,marshall,Thiết Bị Điện Tử,Consumer Electronics,Consumer Electronics,Consumer Electronics
kem face collagen x3,collagen face cream x3,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
quà valentine,valentine gift,Nhà Sách Online,Books,Books,Home & Living
shirt,shirt,Thời Trang Nam,Women Clothes,Women Clothes,
đồng hồ cơ,mechanical watch,Đồng Hồ,Watches,Watches,Watches
gỗ pallet,pallet wood,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
cosplay mèo,cat cosplay,Thời Trang Nữ,Women Clothes,Women Clothes,
hải tặc,pirate,Đồ Chơi,Toys,Toys,Toys
giày jordan,Jordan shoes,Giày Dép Nữ,Women Shoes,Women Shoes,Women Shoes
bình giữ nhiệt cao cấp,high quality thermos,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
bình ga mini,mini gas cylinder,Thiết Bị Điện Gia Dụng,Home Appliances,Home Appliances,Home Appliances
bàn gỗ xếp,folding wooden table,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
bad luck,bad luck,Nhà Sách Online,Books,Books,Books
baking powder,baking powder,Bách Hoá Online,Grocery,Grocery,Grocery
ốp iphone 12 pro max,iphone 12 pro max case,Điện Thoại & Phụ Kiện,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories
bể cá cảnh đẹp,beautiful aquarium,Nhà Cửa & Đời Sống,Pet Supplies,,
bomd,bomb,Nhà Sách Online,Health & Beauty,Books,
máy đánh trứng cầm tay,hand mixer,Thiết Bị Điện Gia Dụng,Home Appliances,Home Appliances,Home Appliances
áo bbr,bbr shirt,Thời Trang Nữ,Women Clothes,Women Clothes,
điện thoại redmi,redmi phone,Điện Thoại & Phụ Kiện,Mobile & Accessories,Mobile & Accessories,
tấm mica,mica sheet,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
sách kinh dịch,Book of Changes,Nhà Sách Online,Books,Books,
quà sinh nhật,birthday gift,Nhà Sách Online,Books,Books,Fashion Accessories
trà thái,Thai tea,Bách Hoá Online,Grocery,Grocery,Grocery
khóa đĩa,disc lock,Ô tô - xe máy - xe đạp,Automotive,Automotive,Automotive
instax mini 9,instax mini 9,Máy ảnh - Máy quay phim,Cameras,Cameras,
g4,g4,Thiết Bị Điện Tử,Mobile & Accessories,Consumer Electronics,
miếng dán trắng răng,teeth whitening strips,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
màn,screen,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
balo học sinh cấp 1,primary school backpack,Thời Trang Trẻ Em,"Moms, Kids & Babies","Moms, Kids & Babies",
bó gối,knee brace,Thể Thao & Du Lịch,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
áo nữ,women's shirt,Thời Trang Nữ,Women Clothes,Women Clothes,Women Clothes
khẩu trang chống nắng,sun protection mask,Phụ Kiện Thời Trang,Fashion Accessories,Fashion Accessories,Fashion Accessories
túi zip nhỏ,small zip bag,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
baby shop,baby shop,Thời Trang Trẻ Em,Kid's Fashion,Kid's Fashion,
nam châm đất hiếm,rare earth magnet,Đồ Chơi,Home & Living,Home & Living,Others
set hàn quốc,Korean set,Thời Trang Nữ,Women Clothes,Women Clothes,
giày mlb,mlb shoes,Giày Dép Nam,Women Shoes,Women Shoes,Women Shoes
máy chiếu mini,mini projector,Thiết Bị Điện Gia Dụng,Computer & Laptop,Computer & Laptop,
đồng hồ cát,Hourglass,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
nougat,Nougat,Bách Hóa Online,Grocery,Grocery,Grocery
ví,wallet,Túi Ví,Bags,Bags,Bags
túi đựng đồ nghề,knapsack,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
máy chụp hình,camera,Máy ảnh - Máy quay phim,Cameras,Cameras,Cameras
đồ bộ thể thao nam,men's sportswear,Thời Trang Nam,Men Clothes,Men Clothes,Men Clothes
lube,lubricant,Đồ Chơi,Automotive,Toys,
đông trùng hạ thảo,Cordyceps,Bách Hoá Online,Grocery,Grocery,Grocery
cờ tướng,Chinese chess,Đồ Chơi,Toys,Toys,Toys
máy bơm mini,mini pump,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
xịt khuẩn,antibacterial spray,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
đồ bộ,set,Thời Trang Nữ,Women Clothes,Women Clothes,Women Clothes
ví da cá sấu,crocodile leather wallet,Túi Ví,Men Clothes,Men Clothes,
oản,cake,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
đồng hồ garmin,Garmin watch,Điện Thoại & Phụ Kiện,Consumer Electronics,Consumer Electronics,Consumer Electronics
giấy nhớ,sticky note,Nhà Sách Online,Books,Books,Books
sữa milo,milo milk,Bách Hoá Online,Grocery,Grocery,Grocery
1hitshop,1hitshop,Thời Trang Nữ,Women Clothes,Women Clothes,Women Clothes
khung tranh,picture frame,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Books
máy quay phim,camcorder,Máy ảnh - Máy quay phim,Cameras,Cameras,Cameras
vitamin tổng hợp,multivitamin,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
trà chanh,lemon tea,Bách Hóa Online,Grocery,Grocery,Grocery
son môi,lipstick,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
chuột không dây,wireless mouse,Máy tính & Laptop,Computer & Laptop,Computer & Laptop,Computer & Laptop
freeship extra,free shipping extra,Bách Hoá Online,Home & Living,Home & Living,Others
tủ đầu giường,bedside table,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
quần lót chữ c,C-shaped underwear,Thời Trang Nữ,Women Clothes,Women Clothes,
corset,corset,Thời Trang Nữ,Women Clothes,Women Clothes,Women Clothes
xà đơn,pull up bar,Thể Thao & Du Lịch,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
ghế papasan,Papasan chair,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
màng co nhiệt,shrink film,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
chibell,chibell,Thời Trang Nữ,Women Clothes,Women Clothes,
helen,Helen,Thời Trang Nữ,Health & Beauty,Health & Beauty,
áo phao nam,men's life jacket,Thể Thao & Du Lịch,Men Clothes,Men Clothes,Men Clothes
liar game,liar game,Nhà Sách Online,Books,Books,
dây sạc iphone,iphone charger cable,Điện Thoại & Phụ Kiện,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories
đèn ốp trần phòng khách,living room ceiling lights,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
may tap bung,abdominal machine,Thể Thao & Du Lịch,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
hộp nhựa trong suốt,transparent plastic box,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
thiết mộc lan,magnolia,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
kìm đa năng,multi-purpose pliers,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Sports & Outdoors
loa kéo công suất lớn,high power speaker,Thiết Bị Điện Tử,Consumer Electronics,Consumer Electronics,
mitsuri kanroji,Mitsuri Kanroji,Nhà Sách Online,Books,Books,
xà phòng trị thâm nách,underarm soap,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
do choi mam non,preschool toys,Mẹ & Bé,Toys,Toys,
ram 4gb,4gb ram,Thiết Bị Điện Tử,Computer & Laptop,Computer & Laptop,
giao hang nhanh,fast delivery,Nhà Cửa & Đời Sống,Home & Living,,
mũ lưỡi trai,cap,Phụ Kiện Thời Trang,Fashion Accessories,Fashion Accessories,Fashion Accessories
áo sơ mi nam,men's shirt,Thời Trang Nam,Men Clothes,Men Clothes,Men Clothes
lqv77,lqv77,Thiết Bị Điện Gia Dụng,Consumer Electronics,Consumer Electronics,
dầu gió,essential oil,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
ma sói,werewolf,Đồ Chơi,Toys,Toys,Toys
cát min,sand,Chăm sóc thú cưng,Pet Supplies,Pet Supplies,
nến thơm,scented candle,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
dụng cụ tập gym tại nhà,home gym equipment,Thể Thao & Du Lịch,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
nhẫn bạc nam,men's silver ring,Phụ Kiện Thời Trang,Fashion Accessories,Fashion Accessories,Men Clothes
dép khủng long,dinosaur slippers,Giày Dép Nữ,Women Shoes,Women Shoes,Women Shoes
tranh đính đá,diamond painting,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
hộp đựng kính,glasses case,Phụ Kiện Thời Trang,Fashion Accessories,Fashion Accessories,Fashion Accessories
keo nến,Glue Stick,Nhà Cửa & Đời Sống,Home & Living,Books,Home & Living
ghế bệt,floor chair,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
vẽ,draw,Nhà Sách Online,Books,Books,Men Clothes
mặt nạ mắt jm solution,jm solution eye mask,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
máy chạy bộ điện,electric treadmill,Thể Thao & Du Lịch,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
bộ đàm,walkie talkie,Điện Thoại & Phụ Kiện,Consumer Electronics,Consumer Electronics,Consumer Electronics
dép sụp,flip flops,Giày Dép Nữ,Women Shoes,Women Shoes,
giày oxford nam,men's oxford shoes,Thể Thao & Du Lịch,Men Shoes,Men Shoes,Men Shoes
đồng hồ đeo tay,watch,Đồng Hồ,Watches,Watches,Watches
bao cao su ngón tay,finger condom,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,
bài mèo nổ,Exploding Cats,Đồ Chơi,Toys,Toys,Toys
cao mụn sâm đỏ,red ginseng acne cream,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
gối chữ u,U-shaped pillow,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
chuồng chó,kennel,Chăm sóc thú cưng,Pet Supplies,Pet Supplies,Pet Supplies
thùng đá inox,stainless steel ice box,Nhà Cửa & Đời Sống,Home & Living,,
chậu xi măng,cement pot,Nhà Sách Online,Home & Living,Home & Living,
degrey,degree,Túi Ví,Men Clothes,Men Clothes,Men Clothes
camera yoosee,Yoosee camera,Máy ảnh - Máy quay phim,Cameras,Cameras,Cameras
usb to hdmi,usb to hdmi,Thiết Bị Điện Tử,Computer & Laptop,Computer & Laptop,
biotin collagen,biotin collagen,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
phô mai que,cheese sticks,Bách Hoá Online,Grocery,Grocery,Grocery
tủ thờ,altar,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
cây giả,artificial plant,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
fashion,fashion,Thời Trang Nữ,Women Clothes,Women Clothes,
máy khí dung,nebulizer,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
quà sinh nhật cho nữ,birthday gifts for women,Nhà Sách Online,Books,Books,
giày xuất khẩu,export shoes,Giày Dép Nữ,Women Shoes,Women Shoes,
tensei shitara slime datta ken,tensei shitara slime datta ken,Nhà Sách Online,Books,Toys,
lợn đất,piggy bank,Đồ Chơi,Home & Living,Home & Living,Home & Living
súng bắn keo nến,glue gun,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
điện thoại gaming,gaming phone,Điện Thoại & Phụ Kiện,Mobile & Accessories,Mobile & Accessories,
kẹo love mint,love mint candy,Bách Hoá Online,Grocery,Grocery,
cám chim,bird feed,Chăm sóc thú cưng,Pet Supplies,Pet Supplies,Pet Supplies
giày oxford nữ,women's oxford shoes,Giày Dép Nữ,Women Shoes,Women Shoes,Women Shoes
similac,similac,Mẹ & Bé,"Moms, Kids & Babies","Moms, Kids & Babies","Moms, Kids & Babies"
túi xách nữ,women's handbags,Túi Ví,Bags,Bags,Bags
dầu dưỡng tóc moroccanoil,moroccanoil hair oil,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
bàn chải oral b,oral b toothbrush,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
dao,knife,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
gfriend,gfriend,Nhà Sách Online,Books,Books,
tranh tô màu anime,anime coloring pages,Others,Toys,Home & Living,
dán ngực,chest sticker,Thời Trang Nữ,Women Clothes,Women Clothes,Women Clothes
hộp quà tặng,gift box,Nhà Sách Online,Books,Books,Books
sữa không đường,milk without sugar,Bách Hóa Online,Grocery,Grocery,
biển quảng cáo,billboard,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
dây thừng,rope,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
tủ gương phòng tắm,bathroom mirror cabinet,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
skinfood,skinfood,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
ma nơ canh,mannequin,Nhà Cửa & Đời Sống,Fashion Accessories,Home & Living,
do choi,play,Mẹ & Bé,Toys,Toys,Toys
giấy kraft,kraft paper,Nhà Sách Online,Home & Living,Books,Books
bạc 925,925 silver,Phụ Kiện Thời Trang,Fashion Accessories,Fashion Accessories,Fashion Accessories
tai nghe airpods 2,airpods 2 headphones,Thiết Bị Điện Tử,Consumer Electronics,Consumer Electronics,Consumer Electronics
quạt hút mùi,exhaust fan,Thiết Bị Điện Gia Dụng,Home Appliances,Home Appliances,Home Appliances
móc khóa đa năng,multi-purpose keychain,Đồ Chơi,Books,Books,Home & Living
băng vệ sinh,sanitary napkin,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
etude house,etude house,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
thuốc say xe hàn quốc,Korean motion sickness medicine,Sức Khỏe & Sắc Đẹp,Health & Beauty,Others,
dầu thái,Thai oil,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
ipad 3,ipad 3,Điện Thoại & Phụ Kiện,Mobile & Accessories,Mobile & Accessories,
champion,champion,Thời Trang Nữ,Men Clothes,Women Clothes,Women Clothes
trâm,brooch,Phụ Kiện Thời Trang,Fashion Accessories,Fashion Accessories,Fashion Accessories
tủ giầy,shoe cabinet,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
móng giả,fake nails,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
son ysl,YSL lipstick,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
simple,simple,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
đồ trang trí phòng ngủ,bedroom decoration,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
sammishop,sammishop,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
hộp nhưa,plastic box,Nhà Cửa & Đời Sống,Home & Living,Health & Beauty,
táo đỏ tân cương,Xinjiang red apple,Bách Hoá Online,Grocery,Grocery,Grocery
wave,wave,Ô tô - xe máy - xe đạp,Automotive,Automotive,
váy xinh,pretty dress,Thời Trang Nữ,Women Clothes,Women Clothes,
gương chiếu hậu xe máy,motorcycle rearview mirror,Ô tô - xe máy - xe đạp,Automotive,Automotive,
giày lv,lv shoes,Giày Dép Nữ,Women Shoes,Women Shoes,Women Shoes
kem tẩy lông huyền phi,Huyen Phi hair removal cream,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
máy xay đá bào,ice crusher,Thiết Bị Điện Gia Dụng,Home Appliances,Home Appliances,Home Appliances
bẫy chuột thông minh,smart mouse trap,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
xông tinh dầu,essential oil diffuser,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
kê gà,chicken,Bách Hóa Online,Grocery,Health & Beauty,
áo hentai,hentai shirt,Thời Trang Nam,Men Clothes,Men Clothes,
cờ việt nam,Vietnam flag,Nhà Cửa & Đời Sống,Toys,Books,Home & Living
lồng đèn,lantern,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
tomax,tomax,Sức Khỏe & Sắc Đẹp,Home & Living,Mobile & Accessories,
tượng thạch cao,plaster statue,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
lá é,basil leaves,Bách Hoá Online,Grocery,Home & Living,Home & Living
jd1,jd1,Giày Dép Nữ,Women Shoes,Women Shoes,Women Shoes
kệ màn hình,display shelf,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
samsung galaxy s7 edge,samsung galaxy s7 edge,Điện Thoại & Phụ Kiện,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories
thoi trang nam,men's fashion,Thời Trang Nam,Men Clothes,Men Clothes,
cây treo quần áo,clothes rack,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
váy đầm,dress,Thời Trang Nữ,Women Clothes,Women Clothes,
cây thông bồn cầu,toilet tree,Thể Thao & Du Lịch,Home & Living,Home & Living,Home & Living
ao lot,pond,Thời Trang Nữ,Women Clothes,Women Clothes,
cà phê phố,street coffee,Bách Hóa Online,Grocery,Grocery,Grocery
comfort,comfort,Nhà Cửa & Đời Sống,Home care,Home care,Home care
dép adidas,adidas slippers,Giày Dép Nam,Men Shoes,Men Shoes,Men Shoes
bánh xe,wheel,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home Appliances
tai nghe baseus,baseus headphones,Thiết Bị Điện Tử,Consumer Electronics,Consumer Electronics,Consumer Electronics
đồ chơi lắp ráp,assembly toys,Đồ Chơi,Toys,Toys,Toys
nhang trầm,incense,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
thiên quan tứ phúc,Heavenly blessings,Nhà Sách Online,Books,Books,Books
ốp iphone 11 pro max,iphone 11 pro max case,Điện Thoại & Phụ Kiện,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories
hoa lụa,silk flowers,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
máy rửa xe mini,mini car wash,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Automotive
dau thang,head,Ô tô - xe máy - xe đạp,Automotive,Automotive,
hệ thống tự cứu của nhân vật phản diện,The Villain's Self-Saving System,Nhà Sách Online,Books,Books,Books
