"Keyword","Category","imp_level1_category_1d","pv_level1_category_1d","order_level1_category_1d"
"masage","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"dép nữa","Giày Dép Nữ","Women Shoes","Women Shoes",
"dép nữa","Giày Dép Nữ","Women Shoes","Women Shoes",
"phụ kiện trang sức","Phụ Kiện Thời Trang","Fashion Accessories","Fashion Accessories","Fashion Accessories"
"phụ kiện trang sức","Phụ Kiện Thời Trang","Fashion Accessories","Fashion Accessories","Fashion Accessories"
"máy xay thịt đa năng","Thiết Bị Điện Gia Dụng","Home Appliances","Home Appliances",
"công tắc điều khiển từ xa","Thiết Bị Điện Gia Dụng","Home & Living","Home & Living","Home & Living"
"đế tản nhiệt","Máy tính & Laptop","Computer & Laptop","Computer & Laptop","Mobile & Accessories"
"awm","Mẹ & Bé","Toys","Toys","Books"
"dầu dừa","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"máy đi bộ mini","Thể Thao & Du Lịch","Sports & Outdoors","Sports & Outdoors",
"áo dài truyền thống","Máy tính & Laptop","Women Clothes","Women Clothes","Women Clothes"
"nam châm siêu mạnh","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"yến sào khánh hòa","Bách Hoá Online","Grocery","Grocery","Grocery"
"ps2","Thiết Bị Điện Tử","Consumer Electronics","Consumer Electronics",
"ps2","Thiết Bị Điện Tử","Consumer Electronics","Consumer Electronics",
"chân váy chữ a","Thời Trang Nữ","Women Clothes","Women Clothes","Women Clothes"
"ghế ngồi làm việc","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"khay inox","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"background","Sức Khỏe & Sắc Đẹp","Home & Living","Home & Living","Toys"
"realme 7","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories","Mobile & Accessories"
"giày vans","Giày Dép Nam","Women Shoes","Women Shoes","Men Shoes"
"mặt nạ nội địa trung","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"marshall","Thiết Bị Điện Tử","Consumer Electronics","Consumer Electronics","Consumer Electronics"
"kem face collagen x3","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"quà valentine","Nhà Sách Online","Books","Books","Home & Living"
"quà valentine","Nhà Sách Online","Books","Books","Home & Living"
"shirt","Thời Trang Nam","Women Clothes","Women Clothes",
"đồng hồ cơ","Đồng Hồ","Watches","Watches","Watches"
"gỗ pallet","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"cosplay mèo","Thời Trang Nữ","Women Clothes","Women Clothes",
"hải tặc","Đồ Chơi","Toys","Toys","Toys"
"giày jordan","Giày Dép Nữ","Women Shoes","Women Shoes","Women Shoes"
"bình giữ nhiệt cao cấp","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"bình giữ nhiệt cao cấp","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"bình ga mini","Thiết Bị Điện Gia Dụng","Home Appliances","Home Appliances","Home Appliances"
"bàn gỗ xếp","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"bad luck","Nhà Sách Online","Books","Books","Books"
"bad luck","Nhà Sách Online","Books","Books","Books"
"baking powder","Bách Hoá Online","Grocery","Grocery","Grocery"
"ốp iphone 12 pro max","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories","Mobile & Accessories"
"bể cá cảnh đẹp","Nhà Cửa & Đời Sống","Pet Supplies",,
"bomd","Nhà Sách Online","Health & Beauty","Books",
"máy đánh trứng cầm tay","Thiết Bị Điện Gia Dụng","Home Appliances","Home Appliances","Home Appliances"
"áo bbr","Thời Trang Nữ","Women Clothes","Women Clothes",
"điện thoại redmi","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories",
"tấm mica","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"sách kinh dịch","Nhà Sách Online","Books","Books",
"quà sinh nhật","Nhà Sách Online","Books","Books","Fashion Accessories"
"trà thái","Bách Hoá Online","Grocery","Grocery","Grocery"
"khóa đĩa","Ô tô - xe máy - xe đạp","Automotive","Automotive","Automotive"
"instax mini 9","Máy ảnh - Máy quay phim","Cameras","Cameras",
"g4","Thiết Bị Điện Tử","Mobile & Accessories","Consumer Electronics",
"miếng dán trắng răng","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"màn","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"màn","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"balo học sinh cấp 1","Thời Trang Trẻ Em","Moms, Kids & Babies","Moms, Kids & Babies",
"bó gối","Thể Thao & Du Lịch","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"áo nữ","Thời Trang Nữ","Women Clothes","Women Clothes","Women Clothes"
"khẩu trang chống nắng","Phụ Kiện Thời Trang","Fashion Accessories","Fashion Accessories","Fashion Accessories"
"túi zip nhỏ","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"baby shop","Thời Trang Trẻ Em","Kid's Fashion","Kid's Fashion",
"nam châm đất hiếm","Đồ Chơi","Home & Living","Home & Living","Others"
"set hàn quốc","Thời Trang Nữ","Women Clothes","Women Clothes",
"giày mlb","Giày Dép Nam","Women Shoes","Women Shoes","Women Shoes"
"giày mlb","Giày Dép Nam","Women Shoes","Women Shoes","Women Shoes"
"máy chiếu mini","Thiết Bị Điện Gia Dụng","Computer & Laptop","Computer & Laptop",
"máy chiếu mini","Thiết Bị Điện Gia Dụng","Computer & Laptop","Computer & Laptop",
"máy chiếu mini","Thiết Bị Điện Gia Dụng","Computer & Laptop","Computer & Laptop",
"máy chiếu mini","Thiết Bị Điện Gia Dụng","Computer & Laptop","Computer & Laptop",
"đồng hồ cát","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"nougat","Bách Hóa Online","Grocery","Grocery","Grocery"
"nougat","Bách Hóa Online","Grocery","Grocery","Grocery"
"ví","Túi Ví","Bags","Bags","Bags"
"túi đựng đồ nghề","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"máy chụp hình","Máy ảnh - Máy quay phim","Cameras","Cameras","Cameras"
"đồ bộ thể thao nam","Thời Trang Nam","Men Clothes","Men Clothes","Men Clothes"
"lube","Đồ Chơi","Automotive","Toys",
"đông trùng hạ thảo","Bách Hoá Online","Grocery","Grocery","Grocery"
"đông trùng hạ thảo","Bách Hoá Online","Grocery","Grocery","Grocery"
"cờ tướng","Đồ Chơi","Toys","Toys","Toys"
"máy bơm mini","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"xịt khuẩn","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"đồ bộ","Thời Trang Nữ","Women Clothes","Women Clothes","Women Clothes"
"ví da cá sấu","Túi Ví","Men Clothes","Men Clothes",
"oản","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"đồng hồ garmin","Điện Thoại & Phụ Kiện","Consumer Electronics","Consumer Electronics","Consumer Electronics"
"giấy nhớ","Nhà Sách Online","Books","Books","Books"
"sữa milo","Bách Hoá Online","Grocery","Grocery","Grocery"
"1hitshop","Thời Trang Nữ","Women Clothes","Women Clothes","Women Clothes"
"khung tranh","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Books"
"máy quay phim","Máy ảnh - Máy quay phim","Cameras","Cameras","Cameras"
"vitamin tổng hợp","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"trà chanh","Bách Hóa Online","Grocery","Grocery","Grocery"
"son môi","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"chuột không dây","Máy tính & Laptop","Computer & Laptop","Computer & Laptop","Computer & Laptop"
"freeship extra","Bách Hoá Online","Home & Living","Home & Living","Others"
"tủ đầu giường","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"quần lót chữ c","Thời Trang Nữ","Women Clothes","Women Clothes",
"quần lót chữ c","Thời Trang Nữ","Women Clothes","Women Clothes",
"corset","Thời Trang Nữ","Women Clothes","Women Clothes","Women Clothes"
"xà đơn","Thể Thao & Du Lịch","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"ghế papasan","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"màng co nhiệt","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"chibell","Thời Trang Nữ","Women Clothes","Women Clothes",
"helen","Thời Trang Nữ","Health & Beauty","Health & Beauty",
"áo phao nam","Thể Thao & Du Lịch","Men Clothes","Men Clothes","Men Clothes"
"liar game","Nhà Sách Online","Books","Books",
"dây sạc iphone","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories","Mobile & Accessories"
"đèn ốp trần phòng khách","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"may tap bung","Thể Thao & Du Lịch","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"hộp nhựa trong suốt","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"thiết mộc lan","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"kìm đa năng","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Sports & Outdoors"
"loa kéo công suất lớn","Thiết Bị Điện Tử","Consumer Electronics","Consumer Electronics",
"mitsuri kanroji","Nhà Sách Online","Books","Books",
"xà phòng trị thâm nách","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"do choi mam non","Mẹ & Bé","Toys","Toys",
"ram 4gb","Thiết Bị Điện Tử","Computer & Laptop","Computer & Laptop",
"giao hang nhanh","Nhà Cửa & Đời Sống","Home & Living",,
"mũ lưỡi trai","Phụ Kiện Thời Trang","Fashion Accessories","Fashion Accessories","Fashion Accessories"
"mũ lưỡi trai","Phụ Kiện Thời Trang","Fashion Accessories","Fashion Accessories","Fashion Accessories"
"áo sơ mi nam","Thời Trang Nam","Men Clothes","Men Clothes","Men Clothes"
"áo sơ mi nam","Thời Trang Nam","Men Clothes","Men Clothes","Men Clothes"
"áo sơ mi nam","Thời Trang Nam","Men Clothes","Men Clothes","Men Clothes"
"áo sơ mi nam","Thời Trang Nam","Men Clothes","Men Clothes","Men Clothes"
"lqv77","Thiết Bị Điện Gia Dụng","Consumer Electronics","Consumer Electronics",
"dầu gió","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"dầu gió","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"dầu gió","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"ma sói","Đồ Chơi","Toys","Toys","Toys"
"cát min","Chăm sóc thú cưng","Pet Supplies","Pet Supplies",
"nến thơm","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"dụng cụ tập gym tại nhà","Thể Thao & Du Lịch","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"nhẫn bạc nam","Phụ Kiện Thời Trang","Fashion Accessories","Fashion Accessories","Men Clothes"
"dép khủng long","Giày Dép Nữ","Women Shoes","Women Shoes","Women Shoes"
"dép khủng long","Giày Dép Nữ","Women Shoes","Women Shoes","Women Shoes"
"dép khủng long","Giày Dép Nữ","Women Shoes","Women Shoes","Women Shoes"
"tranh đính đá","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"tranh đính đá","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"hộp đựng kính","Phụ Kiện Thời Trang","Fashion Accessories","Fashion Accessories","Fashion Accessories"
"hộp đựng kính","Phụ Kiện Thời Trang","Fashion Accessories","Fashion Accessories","Fashion Accessories"
"keo nến","Nhà Cửa & Đời Sống","Home & Living","Books","Home & Living"
"ghế bệt","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"vẽ","Nhà Sách Online","Books","Books","Men Clothes"
"mặt nạ mắt jm solution","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"máy chạy bộ điện","Thể Thao & Du Lịch","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"bộ đàm","Điện Thoại & Phụ Kiện","Consumer Electronics","Consumer Electronics","Consumer Electronics"
"dép sụp","Giày Dép Nữ","Women Shoes","Women Shoes",
"giày oxford nam","Thể Thao & Du Lịch","Men Shoes","Men Shoes","Men Shoes"
"đồng hồ đeo tay","Đồng Hồ","Watches","Watches","Watches"
"bao cao su ngón tay","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"bài mèo nổ","Đồ Chơi","Toys","Toys","Toys"
"cao mụn sâm đỏ","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"cao mụn sâm đỏ","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"gối chữ u","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"chuồng chó","Chăm sóc thú cưng","Pet Supplies","Pet Supplies","Pet Supplies"
"thùng đá inox","Nhà Cửa & Đời Sống","Home & Living",,
"chậu xi măng","Nhà Sách Online","Home & Living","Home & Living",
"degrey","Túi Ví","Men Clothes","Men Clothes","Men Clothes"
"camera yoosee","Máy ảnh - Máy quay phim","Cameras","Cameras","Cameras"
"usb to hdmi","Thiết Bị Điện Tử","Computer & Laptop","Computer & Laptop",
"biotin collagen","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"phô mai que","Bách Hoá Online","Grocery","Grocery","Grocery"
"tủ thờ","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"cây giả","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"cây giả","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"fashion","Thời Trang Nữ","Women Clothes","Women Clothes",
"máy khí dung","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"quà sinh nhật cho nữ","Nhà Sách Online","Books","Books",
"giày xuất khẩu","Giày Dép Nữ","Women Shoes","Women Shoes",
"tensei shitara slime datta ken","Nhà Sách Online","Books","Toys",
"tensei shitara slime datta ken","Nhà Sách Online","Books","Toys",
"tensei shitara slime datta ken","Nhà Sách Online","Books","Toys",
"lợn đất","Đồ Chơi","Home & Living","Home & Living","Home & Living"
"súng bắn keo nến","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"điện thoại gaming","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories",
"kẹo love mint","Bách Hoá Online","Grocery","Grocery",
"cám chim","Chăm sóc thú cưng","Pet Supplies","Pet Supplies","Pet Supplies"
"giày oxford nữ","Giày Dép Nữ","Women Shoes","Women Shoes","Women Shoes"
"giày oxford nữ","Giày Dép Nữ","Women Shoes","Women Shoes","Women Shoes"
"similac","Mẹ & Bé","Moms, Kids & Babies","Moms, Kids & Babies","Moms, Kids & Babies"
"túi xách nữ","Túi Ví","Bags","Bags","Bags"
"dầu dưỡng tóc moroccanoil","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"bàn chải oral b","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"dao","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"dao","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"dao","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"gfriend","Nhà Sách Online","Books","Books",
"tranh tô màu anime","Others","Toys","Home & Living",
"dán ngực","Thời Trang Nữ","Women Clothes","Women Clothes","Women Clothes"
"hộp quà tặng","Nhà Sách Online","Books","Books","Books"
"sữa không đường","Bách Hóa Online","Grocery","Grocery",
"biển quảng cáo","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"dây thừng","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"tủ gương phòng tắm","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"skinfood","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"skinfood","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"ma nơ canh","Nhà Cửa & Đời Sống","Fashion Accessories","Home & Living",
"do choi","Mẹ & Bé","Toys","Toys","Toys"
"giấy kraft","Nhà Sách Online","Home & Living","Books","Books"
"bạc 925","Phụ Kiện Thời Trang","Fashion Accessories","Fashion Accessories","Fashion Accessories"
"tai nghe airpods 2","Thiết Bị Điện Tử","Consumer Electronics","Consumer Electronics","Consumer Electronics"
"quạt hút mùi","Thiết Bị Điện Gia Dụng","Home Appliances","Home Appliances","Home Appliances"
